X,Y,OBJECTID,OwnerName,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType
3673132.63335681,535195.181693897,467430,"SAINT GEORGE,LLC",PARAISO GROCERY,3128 BANKS ST,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES
3679691.82332239,533586.695409566,467431,"PIAZZA SR, VINCENT",PAUL PIAZZA & SON INC,1552 ST LOUIS ST,,NEW ORLEANS,LA,70112,504-524-6011,0135 - FISH & SEAFOOD WHLSRS
3681425.4277948,526497.902500555,467432,POEYFARRE MARKET LLC,POEYFARRE MARKET,925 POEYFARRE ST,,NEW ORLEANS,LA,70130,504-522-5252,1101 - CONVENIENCE STORES
3783605.03347455,602379.61097306,467433,POMES CHRIS             POMES BERTRAND,POMES SEAFOOD,26064 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,504-662-5026,0135 - FISH & SEAFOOD WHLSRS
3690864.94008371,539566.557465568,467434,POPPA ENTERPRISES,POPPA'S SEAFOOD & DELI,3311 N GALVEZ ST,,NEW ORLEANS,LA,70117,504-947-3373,1104 - FISH & SEAFOOD MARKETS
3676960.99446647,526873.093023151,467435,PROJECT FOOD STORE      #2 INC,PROJECT FOOD STORE #2,2238 MARTIN LUTHER KING JR BLVD,,NEW ORLEANS,LA,70113,504-586-1762,1101 - CONVENIENCE STORES
3673359.58828346,520522.643781811,467436,"PRYTANIA MART,LLC",PRYTANIA MART,3636 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1101 - CONVENIENCE STORES
3682124.97232747,533646.063729137,467437,ROSEMARY & TRANG INC,QUARTER GROCERY & DELI,836 BURGUNDY ST,,NEW ORLEANS,LA,70116,504-529-2702,1101 - CONVENIENCE STORES
3685825.7713563,536481.708976477,467438,"ALL ABOUT CONVENIENCE, LLC",QUICK STOP SHOP,2301 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES
3687733.14483814,538225.755029067,467439,"AMEER, LLC",QUICKIES DISCOUNT,1535 FRANKLIN AVE,,NEW ORLEANS,LA,70117,504-259-3655,1101 - CONVENIENCE STORES
3669287.83724064,518692.450263724,467440,RAINBOW MAGAZINE LLC,RAINBOW GROCERY,4837 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1106 - GROCERY (EXC CONVENIENCE) STORES
3674984.8579988,541532.608651564,467441,"RC FOUNTAIN SERVICES OF LOUISIANA, INC.",RC FOUNTAIN SERVICES OF LOUISIANA,3443 ESPLANADE AVE,134,NEW ORLEANS,LA,70119,504-822-2250,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH"
3708767.5561813,563416.610159054,467442,TBN SEAFOOD CORPORATION,READ SEAFOOD,7340 READ BLVD,,NEW ORLEANS,LA,70127,504-377-8892,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467443,LINA GROCERY INC,READ SUPERMARKET,7045 READ BLVD,A,NEW ORLEANS,LA,70127,504-244-0741,1101 - CONVENIENCE STORES
3675840.34808572,534610.603794813,467444,"JEETA,LLC",RED ZONE,2530  CANAL ST,,NEW ORLEANS,LA,70119,616-337-0247,1106 - GROCERY (EXC CONVENIENCE) STORES
3677985.52752239,524082.911595643,467445,"THUMBS UP RACE SEVEN, LLC.",RED ZONE I,2025 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES
3663678.64439081,535583.202571392,467446,REDBERRY'S HOT PLATES & PO BOYS,REDBERRY'S HOT PLATES & PO BOYS,9103 FIG ST,,NEW ORLEANS,LA,70118,504-264-0226,1101 - CONVENIENCE STORES
3672421.86181247,531191.868834391,467447,"RD AMERICA, LLC",RESTAURANT DEPOT,1111 S BROAD ST,,NEW ORLEANS,LA,70125,504-822-8881,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH"
3682429.56423797,540943.517310068,467448,SUNSHINE DISCOUNT FOOD INC,RICHARD'S FOOD STORE,2001 N ROCHEBLAVE ST,,NEW ORLEANS,LA,70119,504-944-2891,1101 - CONVENIENCE STORES
3689959.75029305,531064.277226061,467449,A. B. & R. FINE FOODS LLC,RIVER FINE FOODS STORE,1403 PATTERSON ST,,NEW ORLEANS,LA,70114,504-362-4795,1101 - CONVENIENCE STORES
3685254.38535997,536237.784267485,467450,ST. CLAUDE FRESH MARKET LLC,ROBERT FRESH MARKET,2222 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1106 - GROCERY (EXC CONVENIENCE) STORES
3664841.76083097,531904.808353394,467451,CLAIBORNE FRESH MARKET LLC,ROBERT FRESH MARKET #124,8115 S CLAIBORNE AVE,,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES
3667486.31361271,555056.958571315,467452,M ROBERT ENTERPRISES INC,ROBERT FRESH MARKET(ROBT E LEE),135 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,504-885-7005,1106 - GROCERY (EXC CONVENIENCE) STORES
3677193.91755705,535945.045351639,467453,ROCHEBLAVE FOOD STORE INC,ROCHEBLAVE FOOD STORE,601 N ROCHEBLAVE ST,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES
3679665.86799371,528714.887567893,467454,"ROUSE'S ENTERPRISES, LLC.",ROUSE'S MARKET #46(CBD),701 BARONNE ST,,NEW ORLEANS,LA,70113,504-227-3838,1106 - GROCERY (EXC CONVENIENCE) STORES
3670785.29061055,517368.653698727,467455,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #26,4500 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-896-7910,1105 - FULL SVC RESTAURANTS (TABLE SERVICE)
3670785.29061055,517368.653698727,467456,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #26(UPTOWN),4500 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,985-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES
3672315.02672431,539084.368141234,467457,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #29(CARROLLTON),400 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES
3682535.92918272,532477.493887812,467458,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #30,701 ROYAL ST,,NEW ORLEANS,LA,70116,504-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES
3685596.64418988,557999.040613651,467459,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #35(GENTILLY),6600 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES
3698622.86813739,518977.850939646,467460,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #36(DE GAULLE),4001 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,985-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES
3669522.96275464,524037.168904975,467461,ROUSES ENTERPRISES LLC,ROUSES MARKET #83,4645 FRERET ST,,NEW ORLEANS,LA,70115,,1106 - GROCERY (EXC CONVENIENCE) STORES
3680907.66767547,530296.154746562,467462,"LA 405 CHEN, LLC",S & K GIFT AND SNACKS,201 ST CHARLES AVE,#223,NEW ORLEANS,LA,70170,,1101 - CONVENIENCE STORES
3677446.70412497,538372.73997131,467463,S EXPRESS FOOD STORE LLC,S EXPRESS FOOD STORE,2703 URSULINES AVE,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES
3705697.98128372,553095.81026265,467464,HALLA GROUP LLC.,SAM'S FOOD & LIQUOR,8201 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-610-7012,1106 - GROCERY (EXC CONVENIENCE) STORES
3705343.10075988,558784.365158483,467465,SAMI LLC,SAM'S MEAT MARKET,8426 I 10 E SERVICE RD,,NEW ORLEANS,LA,70127,,1103 - MEAT MARKETS
3670048.82817271,536218.878793478,467466,"SALOMON, ELGIN",SANDWICH SHOP,645 S PIERCE ST,,NEW ORLEANS,LA,70119,504-482-3295,1101 - CONVENIENCE STORES
3687877.38995647,539270.358254805,467467,"MORAN FOODS, LLC",SAVE A LOT #379-5324,1841 ALMONASTER AVE,,NEW ORLEANS,LA,70117,504-942-0897,1106 - GROCERY (EXC CONVENIENCE) STORES
3678840.78270164,549910.555478305,467468,"MORAN FOODS, LLC",SAVE A LOT - 463-4743,4726 PARIS AVE,,NEW ORLEANS,LA,70122,504-282-2966,1106 - GROCERY (EXC CONVENIENCE) STORES
3690762.13845205,539607.714207396,467469,"SAVERS, LLC",SAVERS,3233 N GALVEZ ST,,NEW ORLEANS,LA,70117,504-518-0300,1106 - GROCERY (EXC CONVENIENCE) STORES
3686558.18098071,540472.364709064,467470,SAVERS 2 INC,SAVERS 2,2440 N MIRO ST,,NEW ORLEANS,LA,70117,,1106 - GROCERY (EXC CONVENIENCE) STORES
3686561.6773648,535009.762117222,467471,SCHIRO'S SUPER FOOD STORE INC,SCHIRO'S SUPER FOOD STORE,2483 ROYAL ST,,NEW ORLEANS,LA,70117,504-945-4425,1105 - FULL SVC RESTAURANTS (TABLE SERVICE)
3666405.78099689,556216.911960065,467472,"CRESCENT CITY MARINE GROUP, INC.",SCHUBERT MARINE,126 S ROADWAY ST,,NEW ORLEANS,LA,70124,5042828136,1101 - CONVENIENCE STORES
3696646.56303489,520712.840251818,467473,SEAFOOD ZONE LLC,SEAFOOD ZONE,3600 MACARTHUR BLVD,STE:M,NEW ORLEANS,LA,70114,504-367-0550,1106 - GROCERY (EXC CONVENIENCE) STORES
3679748.40719871,543695.785427555,467474,"SEATON, CAROLYN         SEATON, EDDIE",SEATON SEAFOOD MARKET,3040 PARIS AVE,,NEW ORLEANS,LA,70119,,1104 - FISH & SEAFOOD MARKETS
3683682.5197373,532725.567866728,467475,SIDNEY'S LLC,SIDNEY'S WINE CELLAR,917 DECATUR ST,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES
3661207.89801997,523919.398799315,467476,"NGU CORPORATION         NGUYEN, MAN V",SINGLETON MINI MART,7446 GARFIELD ST,,NEW ORLEANS,LA,70118,504-866-4741,1101 - CONVENIENCE STORES
3708738.17861539,553466.788851395,467477,SOHANA GROCERY STORE LLC,SOHANA GROCERY,8900 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,504,1101 - CONVENIENCE STORES
3674458.68254197,524928.351833895,467478,TCVAN ASSOCIATION LLC,SOUL'S SEAFOOD MARKET #1,2732 LASALLE ST,,NEW ORLEANS,LA,70113,,1104 - FISH & SEAFOOD MARKETS
3674168.40425113,527496.624584481,467479,"ZAK DANIELS,LLC",SOUTH CLAIBORNE MARKET,2349 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,1106 - GROCERY (EXC CONVENIENCE) STORES
3694159.19924322,559583.274977982,467480,COMPAK DELI INC,SPEED RACER,8020 DOWNMAN RD,104,NEW ORLEANS,LA,70126,504-248-2005,1101 - CONVENIENCE STORES
3677790.21065581,546192.572428733,467481,SPIDERS I LLC,SPIDERS  MEAT MARKET,3800 ST BERNARD AVE,,NEW ORLEANS,LA,70122,504-455-8170,1106 - GROCERY (EXC CONVENIENCE) STORES
3677621.90751472,523797.543399975,467482,BROTHERS PETROLEUM LLC,ST CHARLES 155,2139 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES
3696945.51978606,533988.129974142,467483,"RAED 5330,LLC",ST CLAUDE FRESH MARKET,5330 ST CLAUDE AVE,UNIT A,NEW ORLEANS,LA,70117,,1106 - GROCERY (EXC CONVENIENCE) STORES
3678691.81679222,530187.70942539,467484,MAGNOLIA ENTERPRISES INC,ST. CHARLES MARKET,303 ST. CHARLES AVE,,NEW ORLEANS,LA,70130,,1106 - GROCERY (EXC CONVENIENCE) STORES
3678691.81679222,530187.70942539,467485,LUCERO MORAN ENTERPRISES LLC,ST. LOUIS MARKET,730 ST. LOUIS STREET,,NEW ORLEANS,LA,70130,504-451-6811,1106 - GROCERY (EXC CONVENIENCE) STORES
3697685.46974972,533964.925624222,467486,MARK NGUYEN,ST. MAURICE GROCERY,5467 ST CLAUDE AVE,A,NEW ORLEANS,LA,70117,504-000-0000,1106 - GROCERY (EXC CONVENIENCE) STORES
3678741.07456772,522047.122032061,467487,AU LAIT CRU LLC,STEIN'S MARKET AND DELI,2207 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-527-0771,"1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH"
3661828.21600506,529355.470276222,467488,MAMA INC,STOP & CARRY GROCERY,1328 DANTE ST,,NEW ORLEANS,LA,70118,504-866-8347,1101 - CONVENIENCE STORES
3678132.59284505,545426.421073899,467489,STOPJOCKIN,STOPJOCKIN,3600 JUMONVILLE ST,,NEW ORLEANS,LA,70122,,1101 - CONVENIENCE STORES
3684295.61299931,537920.398356318,467490,SUNSHINE FOOD MARKET INC,SUNSHINE FOOD MARKET,2020 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,504-304-6135,1106 - GROCERY (EXC CONVENIENCE) STORES
3665167.31661031,531372.720834896,467491,I ZENITH INC,SUPER SERVE,8023 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-862-9079,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467492,"BEVO VINO, LLC",SWIRL,3141 3143 PONCE DE LEON ST,,NEW ORLEANS,LA,70119,504-304-0635,"1110 - BEER, WINE & LIQUOR STORES"
3708060.65142713,520202.206102476,467493,SAMZI  G INC,T & T FOOD MART,6419 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,504-393-0201,1106 - GROCERY (EXC CONVENIENCE) STORES
3679939.70307598,520580.029821888,467494,"JOE KIND SUPERMARKET, INC",T & T SEAFOOD,548 JACKSON AVE,,NEW ORLEANS,LA,70130,,1104 - FISH & SEAFOOD MARKETS
3662062.81625764,531178.38493748,467495,T AND M FOOD MART INC,T AND M FOOD MART,8601 HICKORY ST,,NEW ORLEANS,LA,70118,504-915-9115,1101 - CONVENIENCE STORES
3713172.1457973,554731.153776735,467496,BIEN V NGUYEN,TAN VIET WAREHOUSE,10100 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,504-241-9903,1106 - GROCERY (EXC CONVENIENCE) STORES
3665617.24582855,517013.22822848,467497,UPTOWN GAS STATION MANAGLLC,TCHOUP-STOP,5600 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-595-3112,1101 - CONVENIENCE STORES
3675969.48529464,540603.771270394,467498,"TERRANOVA, BENJAMIN A",TERRANOVA BROS SUPERETTE,3308 ESPLANADE AVE,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES
3699796.45109205,552111.595367566,467499,TEX MART INC,TEX MART,6733 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-333-6282,1101 - CONVENIENCE STORES
3674984.8579988,541532.608651564,467500,"THE BAYOU GROCERY, LLC",THE BAYOU GROCERY,3443 ESPLANADE AVE,134,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES
3682222.70080656,537583.267468899,467501,"THE CIRCLE FOOD MARKET,LLC",THE CIRCLE FOOD MARKET,1522 ST BERNARD AVE,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES
3668826.61867489,520102.10886173,467502,"CREOLE CONES, INC",THE CREOLE CREAMERY,4924 PRYTANIA ST,,NEW ORLEANS,LA,70115,504-885-7028,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467503,MAGNOLIA ENTERPRISES INC,THE EVERYTHING SHOPPE,444 CANAL ST,,NEW ORLEANS,LA,70130,504-586-0703,"1110 - BEER, WINE & LIQUOR STORES"
3674368.17156814,521508.553883478,467504,"THE FRESH MARKET, INC",THE FRESH MARKET,3338 ST CHARLES AVE,,NEW ORLEANS,LA,70118,336-217-4077,"1111 - SPECIALTY FOOD STORES, ALL OTHER"
3668020.00086555,540769.589180231,467505,THE HERB IMPORT COMPANY INC,THE HERB IMPORT COMPANY,5055 CANAL ST,,NEW ORLEANS,LA,70119,504-488-4889,"1111 - SPECIALTY FOOD STORES, ALL OTHER"
3708380.86338514,558701.173723817,467506,THE LIQUOR STORE DEPOT LLC,THE LIQUOR STORE DEPOT,9301  LAKE FOREST BLVD,109,NEW ORLEANS,LA,70127,504 905 9111,"1110 - BEER, WINE & LIQUOR STORES"
3700694.32396822,518355.953233317,467507,TIGER MART LLC.,TIGER MART,3450 KABEL DR,,NEW ORLEANS,LA,70131,504-394-0240,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467508,THERESA MARIA LLC,TODAY'S CAJUN,1700 ST CLAUDE AVE,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES
3678691.81679222,530187.70942539,467509,TOMMY'S SEAFOOD INC,TOMMY'S BLUE CRAB,2103 PARIS RD,1452,NEW ORLEANS,LA,70129,,0135 - FISH & SEAFOOD WHLSRS
3681744.0708583,532672.954782978,467510,"BAHU, INC",TOULOUSE HOUSE,605 DAUPHINE ST,,NEW ORLEANS,LA,70112,504-529-4270,1101 - CONVENIENCE STORES
3730469.23685922,561558.737562478,467511,TRAN LEGACY LLC,TRAN LEGACY LLC,14389 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,,1103 - MEAT MARKETS
3693099.69808139,534919.559869811,467512,CHAU TWO CORPORATION,TRUE CAJUN SEAFOOD,4400 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-948-8998,1106 - GROCERY (EXC CONVENIENCE) STORES
3692295.93623747,534919.90960665,467513,ROBERT H LUTZ,TRY ME COFFEE MILLS,1014 FRANCE ST,,NEW ORLEANS,LA,70117-5331,504-945-4314,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH"
3665535.74271072,526090.779955223,467514,SODEXO MANAGEMENT INC,TULANE CATERING,31 MCALISTER DR,,NEW ORLEANS,LA,70118,504-865-5254,1101 - CONVENIENCE STORES
3713638.12649263,554844.608602315,467515,"TWINS SEAFOOD, LLC",TWINS SEAFOOD,10240 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,,1104 - FISH & SEAFOOD MARKETS
3681335.72554639,530910.692231402,467516,SAM & SONS INC.,UNIQUE GENERAL STORE,127 ROYAL ST,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES
3677792.8090758,527621.649268806,467517,UPTOWN DISCOUNT STORE INC,UPTOWN DISCOUNT STORE,1141 SIMON BOLIVAR AVE,,NEW ORLEANS,LA,70113,504-610-7162,1101 - CONVENIENCE STORES
3674464.04900105,523332.929827899,467518,"UPTOWN FOOD MARKET, INC",UPTOWN FOOD MARKET,2001 SEVENTH ST,,NEW ORLEANS,LA,70115,504-555-1234,1106 - GROCERY (EXC CONVENIENCE) STORES
3678691.81679222,530187.70942539,467519,RICK'S SUPERMARKET INC,UPTOWN SUPERMARKET,1940 DANTE STREET,,NEW ORLEANS,LA,70118,,1101 - CONVENIENCE STORES
3680164.08681355,535366.908384562,467520,THONG SINH INC,V & T FOOD STORE,913 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,504-827-9997,1106 - GROCERY (EXC CONVENIENCE) STORES
3683658.48664889,533942.829211727,467521,"THE VERTI MARTE, INC",VERTI MARTE INC,1201 ROYAL ST,,NEW ORLEANS,LA,70116,504-525-4767,1101 - CONVENIENCE STORES
3680224.23662764,527522.137328729,467522,VHKR & ASSOCTIATES INC,VHKR & ASSOCIATES INC D/B/A   PRICE BUSTERS,867 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-529-3759,1101 - CONVENIENCE STORES
3730477.30180372,561883.002990067,467523,HANG VU ENTERPRISES     INC,VIET MY SUPERMARKET,4656 ALCEE FORTIER BLVD,,NEW ORLEANS,LA,70129,504-254-0682,1101 - CONVENIENCE STORES
3784522.17829381,608659.941260144,467524,"VINOT'S MARINA, LLC","VINOT'S MARINA, LLC",27010 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,,1101 - CONVENIENCE STORES
3689589.60897297,535812.379606485,467525,"AWAMIRA, LLC",WAGNERS,3200 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-301-1548,1106 - GROCERY (EXC CONVENIENCE) STORES
3696937.88856772,515592.136582479,467526,WAL-MART LOUISIANA LLC,WAL-MART  #1163(ALGIERS),4001 BEHRMAN HWY,,NEW ORLEANS,LA,70114,,1106 - GROCERY (EXC CONVENIENCE) STORES
3681231.14701539,520379.061063722,467527,"WAL-MART LOUISIANA, LLC",WAL-MART #5022 (UPTOWN),1901 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,504-522-4142,1106 - GROCERY (EXC CONVENIENCE) STORES
3714876.25295338,563881.658769637,467528,"WAL-MART LOUISIANA, LLC",WAL-MART #912(EASTERN NO),6000 BULLARD AVE,,NEW ORLEANS,LA,70128,479-204-6234,1106 - GROCERY (EXC CONVENIENCE) STORES
3690389.84359297,549700.015545055,467529,"WAL-MART LOUISIANA, LLC",WALMART #3167(GENTILLY),4301 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70164,479-204-6234,1106 - GROCERY (EXC CONVENIENCE) STORES
3690709.78980348,537619.414050147,467530,"WE GOT IT, LLC",WE GOT IT,3401 N CLAIBORNE AVE,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467531,"WE SERV,LLC",WE SERV FOOD STORE,3319 N N GALVEZ ST,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES
3665624.83702073,549558.150015146,467532,WEST HARRISON DELI & MARKET LLC,WEST HARRISON DELI & MARKET,206 W HARRISON AVE,,NEW ORLEANS,LA,70124,,1106 - GROCERY (EXC CONVENIENCE) STORES
3676178.53244872,535718.605843902,467533,WHOLE FOOD COMPANY INC,WHOLE FOODS MARKET,300 N BROAD ST,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES
3665936.5808198,518743.881263226,467534,"WHOLE FOOD COMPANY, INC",WHOLE FOODS MARKET,5600 MAGAZINE ST,,NEW ORLEANS,LA,70115,000-899-9119,1106 - GROCERY (EXC CONVENIENCE) STORES
3679579.76744413,548180.789252818,467535,WILLIBY'S CATFISH LLC,WILLIBY'S CATFISH LLC,4327 PARIS AVE,,NEW ORLEANS,LA,70122,,0135 - FISH & SEAFOOD WHLSRS
3666289.50432655,517007.042545319,467536,WINN DIXIE MONTGOMERY LLC,WINN DIXIE  #1430,5400 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-895-2966,1106 - GROCERY (EXC CONVENIENCE) STORES
3699383.26917563,520131.051061064,467537,WINN DIXIE MONTGOMERY LLC,WINN DIXIE #1426,3008 HOLIDAY DR,,NEW ORLEANS,LA,70131,504-398-0313,1106 - GROCERY (EXC CONVENIENCE) STORES
3711551.47515413,554861.195183307,467538,WINN DIXIE MONTGOMERY LLC,WINN DIXIE #1439,9701 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,504-244-0701,1106 - GROCERY (EXC CONVENIENCE) STORES
3671482.24656571,539704.336389482,467539,WINN DIXIE MONTGOMERY LLC,WINN DIXIE STORE #1472,401 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES
3669132.73026739,520092.947462723,467540,ZARA'S LIL GIANT SUPERMA,ZARA'S LIL GIANT SUPERMARKET,4838 PRYTANIA ST,,NEW ORLEANS,LA,70115,504-895-0581,1101 - CONVENIENCE STORES
